***	PUNCT
下去	VERB
，	PUNCT
這些	DET
不	ADV
肯	VERB
塗脂	VERB
抹粉	VERB
的	PART
青年	NOUN
們	NOUN
的	PART
魂靈	NOUN
便	ADV
依次	ADV
屹立	VERB
在	ADP
我	PRON
眼	NOUN

	SPACE
前	PART
。	PUNCT
他們	PRON
是	VERB
綽約	NOUN
的	PART
，	PUNCT
是	VERB
純	ADJ
真的	VERB
，	PUNCT
——呵	PUNCT
，	PUNCT
然而	ADV
他	PRON
們苦	ADV
惱	VERB
了	PART
，	PUNCT
呻吟	VERB
了	PART
，	PUNCT
憤怒	VERB
了	PART
，	PUNCT
而且	ADV
終於	ADV

	SPACE
粗暴	VERB
了	PART
，	PUNCT
我	PRON
的	PART
可愛	ADJ
的	PART
青年	NOUN
們	PRON
。	PUNCT


	SPACE
魂靈	NOUN
被	X
風沙	NOUN
打擊	VERB
得	PART
粗暴	VERB
，	PUNCT
因	ADP
為這	ADP
是	VERB
人	NOUN
的	PART
魂靈	NOUN
，	PUNCT
我	PRON
愛	VERB
這樣	PRON
的	PART
魂靈	NOUN
；	PUNCT
我	PRON
願意	VERB
在	ADP
無形	ADV
無色	ADJ
的	PART
鮮	ADJ

	SPACE
血淋漓	VERB
的	PART
粗暴	NOUN
上	PART
接吻	VERB
。	PUNCT
漂渺	ADJ
的	PART
名園	NOUN
中	PART
，	PUNCT
奇花盛	NOUN
開著	VERB
，	PUNCT
紅顏	ADJ
的	PART
靜女	NOUN
正在	ADV
超然	VERB
無事	VERB
地	PART
逍遙	VERB
，	PUNCT

	SPACE
鶴唳	NOUN
一	NUM
聲	NUM
，	PUNCT
白雲	NOUN
鬱然而起	VERB
……	PUNCT
。	PUNCT
這	PRON
自然	ADV
使	VERB
人	NOUN
神往	VERB
的	PART
罷	PART
，	PUNCT
然而	ADV
我	PRON
總記	ADV
得	VERB
我	PRON
活	VERB
在	ADP
人間	NOUN
。	PUNCT


	SPACE
我	PRON
忽然	ADV
記起	VERB
一	NUM
件	NUM
事	NOUN
：	PUNCT
兩	NUM
三年	NOUN
前	PART
，	PUNCT
我	PRON
在	ADP
北京	PROPN
大學	NOUN
的	PART
教員	NOUN
預備室	NOUN
堙A	NOUN
看見	VERB
進來	VERB
一	NUM
個	NUM
並	ADV
不	ADV
熟悉	VERB

	SPACE
的	PART
青年	NOUN
，	PUNCT
默默	ADV
地	PART
給	VERB
我	PRON
一	NUM
包	NUM
書	NOUN
，	PUNCT
便	ADV
出去	VERB
了	PART
，	PUNCT
打開	VERB
看時	VERB
，	PUNCT
是	VERB
一	NUM
本	NUM
《	PUNCT
淺草	NOUN
》	PUNCT
。	PUNCT
就	ADV
在	ADP
這默默	NOUN
中	PART
，	PUNCT

	SPACE
使	VERB
我	PRON
懂得	VERB
了	PART
許多	NUM
話	NOUN
。	PUNCT
阿	INTJ
，	PUNCT
這贈品	PRON
是	VERB
多	ADV
麼豐	ADV
饒呵	VERB
！	PUNCT
可惜	ADV
那	DET
《	PUNCT
淺草	NOUN
》	PUNCT
不	ADV
再	ADV
出版	VERB
了	PART
，	PUNCT
似乎	ADV
衹成	VERB

	SPACE
了	PART
《	PUNCT
沉鐘	NOUN
》	PUNCT
的	PART
前身	NOUN
。	PUNCT
那	ADV
《	PUNCT
沉鐘	NOUN
》	PUNCT
就	ADV
在	ADP
這風	DET
沙﹛	NOUN
項洞	NOUN
中	PART
，	PUNCT
深深	ADV
地	PART
在	ADP
人海	NOUN
的	PART
底堭	NOUN
I寞	PUNCT
地	PART
鳴動	VERB

	SPACE
。	PUNCT


	SPACE
野薊	NOUN
經	VERB
了	PART
幾乎	ADV
致命	ADJ
的	PART
摧折	NOUN
，	PUNCT
還	ADV
要	VERB
開	VERB
一	NUM
朵	NUM
小花	NOUN
，	PUNCT
我	PRON
記	VERB
得	VERB
托爾斯泰	PROPN
曾	ADV
受	VERB
了	PART
很	ADV
大	ADJ
的	PART
感動	NOUN
，	PUNCT
因此	ADV

	SPACE
寫出	VERB
一	NUM
篇	NUM
小說來	NOUN
。	PUNCT
但是	ADV
，	PUNCT
草木	NOUN
在	ADP
旱幹	NOUN
的	PART
沙漠	NOUN
中間	NOUN
，	PUNCT
拼命	ADV
伸長	VERB
他	PRON
的	PART
根	NOUN
，	PUNCT
吸取	VERB
深地	NOUN
中	PART
的	PART
水泉	NOUN

	SPACE
，	PUNCT
來	PART
造成	VERB
碧綠	ADJ
的	PART
林莽	NOUN
，	PUNCT
自然	ADV
是	VERB
為	VERB
了	PART
自己	PRON
的	PART
“	PUNCT
生	NOUN
”	PUNCT
的	PART
，	PUNCT
然而	ADV
使	VERB
疲勞枯渴	VERB
的	PART
旅人	NOUN
，	PUNCT
一	ADV
見	VERB
就	ADV
怡	VERB

	SPACE
然覺	VERB
得	VERB
遇到	VERB
了	PART
暫時	ADV
息肩	VERB
之	PART
所	NOUN
，	PUNCT
這	PRON
是	VERB
如何	ADV
的	PART
可以	VERB
感激	VERB
，	PUNCT
而且	ADV
可以	VERB
悲哀	VERB
的	PART
事	NOUN
？	PUNCT
！	PUNCT


	SPACE
《	PUNCT
沉鐘	PROPN
》	PUNCT
的	PART
《	PUNCT
無題	PROPN
》	PUNCT
——	PUNCT
代啟事	NOUN
——	PUNCT
說	VERB
：	PUNCT
“	PUNCT
有人	VERB
說	VERB
：	PUNCT
我	PRON
們	PRON
的	PART
社會	NOUN
是	VERB
一	NUM
片	NUM
沙漠	NOUN
。	PUNCT
——	PUNCT
如果	SCONJ

	SPACE
當真	ADV
是	VERB
一	NUM
片	NUM
沙漠	NOUN
，	PUNCT
這	PRON
雖然	SCONJ
荒漠	VERB
一	NUM
點	ADV
也	ADV
還	ADV
靜肅	VERB
；	PUNCT
雖然	SCONJ
寂寞	VERB
一	NUM
點	ADV
也	ADV
還會	ADV
使	VERB
你	PRON
感覺	VERB
蒼茫	VERB
。	PUNCT
何	ADV
至	ADV

	SPACE
於象	ADV
這樣	PRON
的	PART
混沌	NOUN
，	PUNCT
這樣	PRON
的	PART
陰沉	NOUN
，	PUNCT
而且	CCONJ
這樣	PRON
的	PART
離奇	ADJ
變幻	NOUN
！	PUNCT
”	PUNCT


	SPACE
是的	ADV
，	PUNCT
青年	NOUN
的	PART
魂靈	NOUN
屹立	VERB
在	ADP
我	PRON
眼前	NOUN
，	PUNCT
他們	PRON
已	ADV
經	ADV
粗暴	VERB
了	PART
，	PUNCT
或者	CCONJ
將	ADV
要	VERB
粗暴	VERB
了	PART
，	PUNCT
然而	ADV
我	PRON
愛這	VERB
些	NUM
流	VERB

	SPACE
血	NOUN
和	CCONJ
隱痛	VERB
的	PART
魂靈	NOUN
，	PUNCT
因為	ADP
他	PRON
使	VERB
我	PRON
覺得	VERB
是	VERB
在	VERB
人間	NOUN
，	PUNCT
是	VERB
在	ADP
人間	NOUN
活著	VERB
。	PUNCT


	SPACE
在	ADP
編校	NOUN
中夕陽	NOUN
居然	ADV
西	NOUN
下	VERB
，	PUNCT
燈火	NOUN
給	ADP
我	PRON
接續	VERB
的	PART
光	NOUN
。	PUNCT
各	DET
樣	NUM
的	PART
青春	NOUN
在	ADP
眼前	NOUN
一一	ADV
馳	VERB
去	VERB
了	PART
，	PUNCT
身外	NOUN
但	ADV
有	VERB

	SPACE
昏黃	NOUN
環繞	NOUN
。	PUNCT
我	PRON
疲	VERB
勞著	VERB
，	PUNCT
捏著	VERB
紙煙	NOUN
，	PUNCT
在	ADP
無名	ADJ
的	PART
思想	NOUN
中	PART
靜靜	VERB
地合	VERB
了	PART
眼睛	NOUN
，	PUNCT
看見	VERB
很	ADV
長	VERB
的	PART
夢	NOUN
。	PUNCT
忽	ADV

	SPACE
而	ADV
警覺	NOUN
，	PUNCT
身外	NOUN
也	ADV
還	ADV
是	VERB
環	VERB
繞著	VERB
昏黃	NOUN
；	PUNCT
煙篆	NOUN
在	ADP
不動	VERB
的	PART
空氣	NOUN
中	PART
飛升	VERB
，	PUNCT
如	ADV
幾片	NUM
小小	NOUN
夏雲	NOUN
，	PUNCT
徐徐幻	PROPN

	SPACE
出難	VERB
以	ADP
指名	NOUN
的	PART
形象	NOUN
。	PUNCT














	SPACE
